,DH,DZDM,Cu,Zn,Ni,Pb,Ag,Co,Mo,W,As,Sb,Bi,Hg,Au,Sn,Sum,Geo_object
17185,0573b2,3,13.2,103.5,26.5,38,0.087,11.3,0.5,1.48,14.8,1.59,0.33,0.0106,0.0011,5.3,227.2,SPCE2
17186,0573b3,3,10.4,49.6,13.7,17.6,0.063,9.5,0.6,1.81,6.5,0.56,0.17,0.0065,0.0012,3.3,120.3,SPCE2
17187,0573b4,3,10.7,69.3,27.5,22.7,0.05,8.1,0.35,2.08,5.6,0.47,0.16,0.0061,0.0008,4.6,157.7,SPCE2
17188,0573c1,3,21,63.2,16.8,26.1,0.11,9.7,2.51,4.4,7.8,0.35,0.11,0.0072,0.0007,3.9,163.2,SPCE2
17189,0574a1,3,8.6,54.4,15.2,18.3,0.063,8.5,0.46,1.45,10.4,0.65,0.13,0.0083,0.001,3.2,129.7,SPCE2
14885,0390c1,3,12.3,65,22.4,14.5,0.068,14,0.68,3.28,14.5,0.75,0.22,0.0077,0.0007,3.4,158.8,SPCE1
14886,0390c2,3,19.5,82.6,25,23.1,0.045,16,0.92,3.28,12.8,2.06,0.2,0.0061,0.0009,2.7,194.3,SPCE1
14887,0390d1,3,25.5,68.1,24.2,23.4,0.116,11.6,1.3,0.88,12.6,0.41,0.43,0.0108,0.001,3,182.3,SPCE1
14888,0391c1,3,16.3,49.9,10.5,20.1,0.05,9.7,0.68,0.4,10.7,0.66,0.46,0.0063,0.0011,3.5,129.3,SPCE1
14889,0391d1,3,8.6,39.7,8.2,17.7,0.064,9.8,0.38,1.6,3.7,0.84,0.45,0.008,0.001,4.3,103.3,SPCE1
14890,0391d2,3,14,78.7,21.6,18.3,0.059,20.9,0.6,2.48,10.4,0.5,0.2,0.0066,0.0009,3,177.3,SPCE1
14891,0392c1,3,15.1,62.5,22,37.6,0.049,5.2,2.2,6,16.6,8.22,1,0.0075,0.0012,5.3,189.3,SPCE1
14892,0396a1,3,10.8,66.2,20.3,24.8,0.064,10.8,0.44,0.76,5.3,0.24,0.22,0.0095,0.0009,3.3,152.7,SPCE1
14893,0396b2,3,11.5,64,27.8,24.1,0.047,12.9,0.36,0.64,6,0.29,0.13,0.0075,0.0009,2.4,157.7,SPCE1
14894,0396b3,3,13.2,81.4,32.2,22.5,0.066,16.8,0.54,0.96,9.5,0.5,0.27,0.0106,0.0009,2.6,191.1,SPCE1
14895,0396c1,3,17.7,79.9,25.4,26,0.054,10,1.48,0.72,10.3,0.29,0.24,0.009,0.0008,2.8,183.9,SPCE1
14896,0396c2,3,25,89.9,36.7,19.6,0.091,19.7,0.92,2.4,31.8,1.39,0.54,0.0136,0.0009,2.4,244,SPCE1
14897,0396d1,3,13.5,42.4,17.7,5.3,0.173,3.3,0.36,0.4,14.5,0.38,0.03,0.0043,0.0009,1.9,104.2,SPCE1
14898,0396d2,3,11.5,56.6,19.2,17.7,0.076,11.8,0.44,1.6,10.8,1.02,0.22,0.009,0.0008,2.6,142.6,SPCE1
14899,0397a2,3,12.7,65.1,25.6,29.2,0.072,10,0.58,1.2,8.8,0.53,0.17,0.0096,0.0008,2.6,166.2,SPCE1
14900,0397a3,3,17.6,67.6,20.2,26.2,0.083,11.9,0.72,2,6.2,0.4,0.14,0.0081,0.0009,3.1,164.2,SPCE1
14901,0397b2,3,18.4,61.2,31.3,6.2,0.036,8.6,0.66,2.72,12.5,1.64,0.07,0.012,0.0009,1.8,157.1,SPCE1
14902,0397c1,3,7.4,44,16.8,17.1,0.126,4.3,0.44,2.72,12.6,1.3,0.1,0.0062,0.0009,3.2,116.3,SPCE1
14903,0397c2,3,9.7,75.9,20,17.1,0.203,11.5,0.48,3.16,41.5,1.16,0.1,0.0079,0.0008,2.8,191.5,SPCE1
14904,0397d1,3,7.4,45.7,17.7,19.8,0.175,3.6,0.72,2.76,10.6,0.66,0.09,0.0054,0.0011,3.4,118,SPCE1
14905,0397d2,3,11,61.6,17.6,23.1,0.096,8.6,0.54,1.36,14.8,0.72,0.24,0.007,0.001,3.3,150,SPCE1
14906,0398a1,3,17.2,83.7,29.4,23.3,0.096,14.7,0.86,11.2,17.1,0.96,0.23,0.0079,0.0007,3.6,210.2,SPCE1
14907,0398a2,3,10,72.2,16.8,20.8,0.085,9.9,0.52,3.84,13.1,0.94,0.18,0.0051,0.001,2.7,156.2,SPCE1
14908,0398a3,3,12.8,61,20.1,15.7,0.05,11.4,0.74,2.96,22.1,1.17,0.11,0.0098,0.0007,2.1,160,SPCE1
14909,0398b1,3,10.3,65.1,18.6,30.3,0.054,11.1,0.36,1.48,12,0.44,0.13,0.0116,0.001,3.3,164.8,SPCE1
14910,0398b2,3,11.4,112,20.7,25.6,0.074,6.9,0.36,1.2,15.4,0.48,0.29,0.0083,0.0011,3.4,206.1,SPCE1
14911,0398b3,3,11.2,71.5,16.5,16.8,0.064,7.8,0.36,4.48,10.1,0.5,0.1,0.0122,0.0007,3.5,155.1,SPCE1
14912,0398c1,3,11.9,85.1,18.7,24.8,0.062,12.6,0.44,1.2,9,1.48,0.25,0.0138,0.0008,3,182.3,SPCE1
14913,0398d1,3,13.5,59.6,25.2,17.9,0.046,12.1,0.36,2.4,8.4,0.87,0.19,0.0062,0.0008,3.7,150.5,SPCE1
14914,0398d2,3,19.3,76.5,31.7,21.6,0.074,16.8,0.36,1.2,8.8,0.61,0.25,0.0078,0.0009,4.9,189.9,SPCE1
14915,0398d3,3,13.6,53.4,19.1,19.8,0.082,15,0.36,1.6,5.5,0.4,0.14,0.0063,0.001,3.5,138.8,SPCE1
14916,0399a1,3,22.2,72,36,18.4,0.061,19.6,0.36,2.4,7.2,0.52,0.28,0.006,0.0007,3.8,188.8,SPCE1
14917,0399a2,3,24,84.9,21.1,18.1,0.06,16,0.48,3.6,11.6,1.3,0.49,0.0051,0.0007,2.4,189.1,SPCE1
14918,0399b1,3,46.8,88.9,54.3,21.9,0.046,15.3,0.68,3.08,8.2,0.38,0.5,0.0095,0.0014,3.2,252.8,SPCE1
14919,0399b2,3,12.7,55,20.7,15.7,0.044,9.9,0.6,2.08,9,0.61,0.2,0.0112,0.0013,3.6,141.3,SPCE1
14920,0399b3,3,10.3,52,19,15.6,0.04,8.3,0.4,3.44,8.1,0.45,0.07,0.0134,0.0012,2.6,133.7,SPCE1
14921,0399c1,3,15.2,64.2,14.7,19.2,0.055,8.2,0.36,1.2,6,0.56,0.28,0.0155,0.0012,3,148.5,SPCE1
14922,0399c2,3,17.7,77.1,36.3,22.3,0.048,11.8,0.6,5.92,13.8,0.5,0.34,0.0165,0.0013,5.5,208.4,SPCE1
14923,0399d1,3,14.8,67,26,18.5,0.045,11.4,0.6,2.84,14.8,0.53,0.36,0.0137,0.0009,5.1,175.7,SPCE1
14924,0399d2,3,15,69.3,8,38.7,0.042,5.1,0.56,1.36,13.2,0.64,0.28,0.0106,0.0012,3.7,166.5,SPCE1
14925,0400a1,3,15.9,70,17.8,21,0.055,8.7,0.6,2.52,12.2,0.59,0.32,0.0114,0.001,3.6,164.7,SPCE1
14926,0400a2,3,13.5,65.8,21.6,21,0.054,7.9,0.74,1.36,12.8,0.53,0.39,0.0142,0.0009,3.8,163.7,SPCE1
14927,0400b1,3,10.4,46.4,11.5,15.1,0.072,9,0.34,1.2,14,0.62,0.2,0.0062,0.001,2.7,117.7,SPCE1
14928,0400b2,3,12.1,58,20.9,17.9,0.052,11.9,0.48,2.24,15.1,0.81,0.13,0.0082,0.0011,2.7,150.5,SPCE1
14929,0400c1,3,19.1,92.9,34.1,20.9,0.041,6.4,0.44,2.96,15.5,0.65,0.34,0.0154,0.0015,3.9,212.6,SPCE1
14930,0400c2,3,9.4,55.6,15.8,15.1,0.046,6,0.8,2.4,18.2,0.71,0.28,0.014,0.002,2.7,141,SPCE1
14931,0400d1,3,17.3,83.3,31,17.7,0.059,14.4,0.68,3.44,33.2,3.66,0.33,0.0103,0.0011,3.4,218.8,SPCE1
14932,0401a1,3,10.4,62.9,17,21.5,0.06,10.3,0.48,4.8,12.8,0.49,0.14,0.0097,0.0012,3.3,153.9,SPCE1
14933,0401a2,3,13.5,56.7,19.4,19.7,0.065,9.1,0.4,1.92,11.2,0.46,0.16,0.0086,0.001,3,144.2,SPCE1
14934,0401c1,3,20.7,60.1,20.6,41.4,0.083,18,1.24,1.68,64.5,4.62,0.15,0.0083,0.0012,3.8,245.2,SPCE1
14935,0401c2,3,12.9,54.5,18.7,12.9,0.054,9.5,0.4,1.68,9.4,0.76,0.18,0.0188,0.0015,2.8,142.6,SPCE1
14936,0401c3,3,10.9,63.9,17.3,19.6,0.08,7.7,0.4,2.64,9.9,0.85,0.16,0.0168,0.0011,4.1,154.3,SPCE1
14937,0401d1,3,18.3,64.2,24.1,17.3,0.059,12.6,0.84,1.68,16.8,0.89,0.15,0.0128,0.0012,4,173.7,SPCE1
14938,0405a1,3,13.2,60.8,18.4,18.6,0.094,9.9,0.36,1.12,10.5,1.82,0.21,0.0056,0.0009,3.1,143.7,SPCE1
14939,0405a2,3,10.6,61.9,20,20.2,0.073,8.3,0.36,2.16,22.1,0.85,0.17,0.0052,0.0008,3,154.9,SPCE1
14940,0405b1,3,9.9,53.7,20.5,17.2,0.102,9,0.48,0.8,10.6,0.78,0.13,0.0076,0.0012,2.6,133.4,SPCE1
14941,0405b2,3,10.9,47.7,18.1,18,0.077,9.1,0.76,0.56,8.3,0.85,0.17,0.0076,0.0009,2.8,124.9,SPCE1
14942,0405c1,3,14.7,60.5,23.7,18,0.065,9,0.48,2.16,13.8,1.07,0.2,0.0108,0.0009,2.9,157.4,SPCE1
14943,0405c2,3,12.8,53.6,21.9,22.9,0.048,7,0.54,1.84,11.8,1.48,0.16,0.0077,0.001,2.7,144.5,SPCE1
14944,0405c3,3,13,61,23.3,18.2,0.056,6.1,0.48,2,12.3,1.45,0.25,0.0112,0.0008,2.6,151.9,SPCE1
14945,0405d1,3,12.6,65.2,26.5,18.9,0.079,6.8,0.48,2.16,14.6,1.68,0.23,0.0088,0.001,3.2,161.2,SPCE1
14946,0405d2,3,12.1,57.8,23.6,20.4,0.116,9.2,0.58,1.4,12.9,1.32,0.19,0.0085,0.0009,3.3,151.4,SPCE1
14947,0405d3,3,16.5,96.2,18.7,29,0.134,6.3,1.14,2.04,116,24.42,0.76,0.0101,0.0008,2.8,324.1,SPCE1
14948,0406a1,3,11.1,60.2,20.8,19.6,0.142,14.5,0.66,1.75,47.8,2.92,0.32,0.0128,0.001,5.7,198.3,SPCE1
14949,0406b1,3,11.9,72.3,31.1,25.3,0.091,18.9,0.83,1.9,13.8,0.82,0.24,0.0174,0.0012,5.4,200,SPCE1
14950,0406b2,3,14,57.5,23.2,22,0.054,11.7,0.51,1.53,10.5,0.56,0.18,0.0122,0.0012,3.3,157.2,SPCE1
14951,0406c1,3,16.4,74.1,29.2,20.9,0.055,7.6,0.8,2,11.9,1.3,0.3,0.0093,0.0009,3.1,177,SPCE1
14952,0406c2,3,22.6,92.2,38.5,24.5,0.092,13.6,0.36,2.88,11.1,1.71,0.43,0.0097,0.0008,4.4,222.1,SPCE1
14953,0406c3,3,14.8,61.9,25.4,17.1,0.039,10.9,0.55,1.82,13.4,1.32,0.16,0.01111,0.0009,3,161.5,SPCE1
14954,0406d1,3,20.9,74.3,27.2,17.6,0.064,19.8,0.46,2.42,12.8,0.54,0.21,0.0119,0.0009,3.3,191.5,SPCE1
14955,0406d2,3,17.1,62.4,27.5,25,0.068,14.8,0.77,1.64,12,1.27,0.27,0.01,0.0009,4.4,177.2,SPCE1
14956,0406d3,3,17.4,61.5,27.9,24.4,0.057,13.8,0.6,1.41,12.9,1.35,0.23,0.0164,0.0011,3.5,181.4,SPCE1
14957,0407a1,3,15.2,59.8,22.8,16.9,0.083,10.3,0.48,1.67,9,0.42,0.2,0.0104,0.0009,3.6,150.9,SPCE1
14958,0407a2,3,16,60.7,24.9,24.9,0.067,9.5,0.56,2,13.5,0.78,0.2,0.0092,0.0011,4.2,166.5,SPCE1
14959,0407a3,3,16.9,67.2,29.8,18.4,0.069,12.1,0.54,1.36,10.1,0.38,0.21,0.0114,0.001,3.9,172.4,SPCE1
14960,0407b1,3,10.5,54.2,18.3,12.7,0.056,13.7,0.36,2,5.6,0.42,0.38,0.0097,0.0012,3.4,131.3,SPCE1
14961,0407b2,3,16.9,60.6,26.9,14.8,0.049,15.4,0.45,1.8,10.3,0.45,0.12,0.0204,0.0012,3.2,171.4,SPCE1
14962,0407c3,3,12,51.6,16.2,17.7,0.056,9.9,0.5,1.2,9.1,0.64,0.22,0.0092,0.001,3,131.3,SPCE1
14963,0407d1,3,11.7,67.2,25.4,17.9,0.061,11.3,0.51,1.89,13.9,0.99,0.2,0.0166,0.0009,3.4,171.1,SPCE1
14964,0408a1,3,15.5,59.5,25,11.8,0.046,12.8,0.45,1.77,9.6,0.58,0.19,0.0109,0.0015,2.7,150.8,SPCE1
14965,0408a2,3,11.9,53,15.4,15.3,0.054,20.7,0.36,1.74,5.6,0.39,0.14,0.014,0.0011,2.5,141.1,SPCE1
14966,0408b1,3,18.4,63.3,25.7,38.2,0.104,39.3,10.4,2.5,15.9,1.17,0.28,0.0089,0.0009,3.4,227.6,SPCE1
14967,0408b2,3,13.8,60.1,22.7,21.1,0.074,13.3,0.55,1.36,6.7,0.53,0.2,0.0098,0.001,5.2,155.4,SPCE1
14968,0409a1,3,6.5,52.2,9,15,0.042,8.6,0.76,2.64,18,0.54,0.17,0.0071,0.0011,2.7,123.3,SPCE1
14969,0409b1,3,17.1,72.5,29.1,18.1,0.052,12.5,1.08,2,15.7,0.92,0.39,0.0123,0.0009,4,185.7,SPCE1
14970,282c1,3,13.2,75.6,13.6,20,0.041,8.5,0.69,0.99,14.7,0.38,0.32,0.0108,0.0013,1.91,160.7,SPCE1
14971,282d2,3,5.6,35.7,4.2,11.7,0.047,2.6,0.47,2.53,10,0.76,0.22,0.0108,0.0011,1.81,86.44,SPCE1
14972,283c2,3,12.8,86.3,17.5,28.6,0.04,7.7,0.69,1.38,10,0.35,0.2,0.0154,0.0013,3.69,184.7,SPCE1
14973,283d1,3,45.2,117.8,68.8,19.4,0.08,20.9,1.89,2.41,36.6,0.67,0.28,0.0139,0.0011,3.19,331.1,SPCE1
14974,283d2,3,11.7,87,11.4,24.1,0.037,7.7,0.67,1.66,8.4,0.72,0.23,0.0092,0.0014,2.04,164.9,SPCE1
14975,304a1,3,10.2,54.3,12.7,15,0.054,7,1.09,1.77,12.8,0.63,0.52,0.0086,0.0011,2.03,126.7,SPCE1
14976,304a2,3,14.5,56.7,14,14.2,0.05,6.2,0.49,1.76,16.6,0.54,0.33,0.0097,0.0014,2.34,137.4,SPCE1
14977,304b1,3,14.2,63.4,28.2,16.2,0.032,14.7,1.17,1.94,15.3,1.19,0.28,0.0097,0.0011,2.32,168.6,SPCE1
14978,304b2,3,30,90.7,79.6,14,0.062,22.7,1.08,1.32,21.8,0.32,0.2,0.0097,0.0011,2.1,273.6,SPCE1
14979,304d1,3,5.2,60.9,7.2,10.2,0.06,7.4,0.86,2.72,179,1.53,0.26,0.0109,0.001,2.07,288.3,SPCE1
14980,304d2,3,10.2,70.4,18.5,15.2,0.072,12.3,1.08,2.32,19.6,1.92,0.21,0.0211,0.0014,3.06,176,SPCE1
14981,305a1,3,15.2,40,18.2,12.5,0.054,14.4,0.51,2.42,34.3,1.82,0.17,0.0131,0.0012,2.02,154.7,SPCE1
14982,305a2,3,12.5,50.1,25.8,8.5,0.042,8.2,1.66,6.61,68.2,0.78,0.12,0.012,0.001,2.34,196.9,SPCE1
14983,305b1,3,4.2,47.6,30.3,7.8,0.078,15.8,0.3,3.64,34.1,0.86,0.14,0.0097,0.0012,2.04,156.6,SPCE1
14984,305b2,3,6.9,61.1,15.2,14,0.085,7.1,0.59,1.91,18.8,1.46,0.17,0.0143,0.0023,3.31,144.9,SPCE1
14985,305c1,3,10.2,64.3,20.5,11.4,0.054,13.2,0.8,2.46,16.1,1.48,0.21,0.0131,0.001,2.19,156,SPCE1
14986,305c2,3,7.5,50.1,12.1,12.3,0.052,10.3,0.74,1.91,9.2,1.24,0.24,0.0109,0.001,3.49,120.1,SPCE1
14987,305d1,3,8.5,36.2,7.1,14,0.075,8,0.56,1.18,10.3,1.19,0.21,0.0109,0.0012,2.58,100.8,SPCE1
14988,305d2,3,7.5,51.3,15.2,16.6,0.084,18.1,0.62,2.31,13.4,1.5,0.21,0.012,0.001,2.63,141.5,SPCE1
14989,326b2,3,14.8,73.5,18.9,20.5,0.054,12.4,0.85,1.87,15.3,2.43,0.21,0.0074,0.0013,3.31,171.5,SPCE1
14990,327a2,3,12.7,60.6,17.1,22,0.075,12.2,2.14,0.61,17,1.41,0.18,0.0145,0.0009,3.59,164.1,SPCE1
14991,327b2,3,7.6,30.5,6.9,7.5,0.04,6.5,0.53,0.84,14.5,0.8,0.18,0.0066,0.001,1.99,84.48,SPCE1
15469,0443c2,1,9,62.1,10.8,13.1,0.034,10.5,0.6,1.68,7.4,0.42,0.03,0.0092,0.0009,2.7,127.6,SOC3
15470,0443d1,1,14.2,118.5,6.9,34.2,0.11,7.8,0.38,1.28,6.2,0.43,1.12,0.0101,0.0009,4.9,206.1,SOC3
15471,0443d2,1,13.6,103,21,23.5,0.107,17.9,1.4,2.24,12.6,0.53,0.17,0.0164,0.0009,3.7,216.1,SOC3
15472,0443d3,1,22.1,109.7,20.3,17.3,0.053,6.9,0.92,2,9.8,0.27,0.2,0.0078,0.0009,4,201.3,SOC3
15473,0444a2,1,22,95.5,24.2,17.3,0.053,10.3,0.72,2.16,12.6,0.34,0.25,0.0131,0.001,4.4,202.9,SOC3
15474,0444c1,1,17.1,80.2,23.3,18,0.049,10.1,0.8,3.28,7.7,0.41,0.21,0.0103,0.001,2.9,174.4,SOC3
15475,0444c2,1,17.3,82.8,22.5,20.4,0.092,9,0.72,3.28,8.9,0.44,0.19,0.0084,0.001,3.6,177.6,SOC3
15476,0444c3,1,16.1,80.3,22.7,18.7,0.064,10.8,0.64,3.12,8,0.35,0.13,0.0092,0.001,3.8,173.9,SOC3
15477,0444d1,1,13.3,85.6,14.5,19,0.071,9.3,0.52,2.16,6.4,0.23,0.12,0.0119,0.001,5.1,168.2,SOC3
15478,0444d2,1,14.4,82.7,15.1,17.1,0.063,9,0.48,1.76,6.3,0.23,0.15,0.0101,0.001,4.5,161.9,SOC3
15479,0444d3,1,11.5,85.7,15.7,17.5,0.057,7.6,0.44,1.92,6,0.24,0.11,0.0093,0.001,4.3,160.4,SOC3
15480,0445c1,1,19.1,91,31.8,22.3,0.063,12.1,0.64,1.44,13.1,0.35,0.24,0.0134,0.0012,3.8,209.3,SOC3
15481,0445c2,1,11.3,58.7,16.6,22.4,0.052,8.5,1.12,1.28,7.7,0.42,0.14,0.0099,0.0012,3.7,141.8,SOC3
15482,0445c3,1,13.4,66.9,16.5,16.2,0.045,6.2,1.52,1.92,8.3,0.29,0.18,0.0127,0.0012,2.6,146.8,SOC3
15483,0445d1,1,14.6,76.2,16.6,25,0.035,4.6,1,1.76,9,0.48,0.18,0.0125,0.0012,3.5,165.5,SOC3
15484,0445d2,1,12.9,77.2,16.8,22.5,0.034,5.9,1.04,1.44,7.8,0.42,0.17,0.0133,0.0011,3.3,162.8,SOC3
15485,0446c1,1,12.9,99.1,26.6,23.5,0.066,8.6,0.6,1.84,7.3,0.28,0.28,0.0096,0.0009,4.9,195.6,SOC3
15486,0446d3,1,10.8,74.7,18.9,18.8,0.066,8.6,0.88,1.6,7.8,1.13,0.23,0.0077,0.0007,4.5,155.7,SOC3
15487,0447c1,1,9.6,51,16.5,22.9,0.022,7.1,0.68,1.76,7.2,0.43,0.12,0.0064,0.0008,4.1,127.8,SOC3
15488,0451b1,1,37.7,113.6,23.5,30.9,0.093,11,1.84,1.28,16.3,0.44,0.32,0.0176,0.001,4.3,258.9,SOC3
15489,0451b2,1,18.4,56.7,13.5,16.1,0.101,9.8,1.04,1.68,11,0.32,0.46,0.0204,0.0012,3.3,152.8,SOC3
15490,0451c1,1,20.3,74.3,18.7,13.4,0.066,7.9,1,1.44,12.6,0.49,0.15,0.0175,0.001,2.9,170.7,SOC3
15491,0451d1,1,15.4,96.4,9,15.3,0.056,8.5,2.32,1.04,17.4,0.62,0.18,0.0116,0.001,2.6,180.4,SOC3
15492,0451d2,1,16.7,57.8,16.2,18.1,0.118,11.9,0.44,0.72,18,0.38,0.1,0.0238,0.0016,3.7,168,SOC3
15493,0451d3,1,7.8,73.3,11,17.6,0.081,11.2,0.64,0.72,11.9,0.44,0.13,0.0147,0.0009,3.7,153.2,SOC3
15494,0452a1,1,12.3,59.4,13,20.3,0.089,9.1,2.2,0.76,12.2,0.39,0.17,0.015,0.001,3.4,148.3,SOC3
15495,0452b1,1,13.4,98.1,22.6,17.9,0.047,14,0.92,1.52,12.3,0.41,0.19,0.0188,0.0011,4.2,204.4,SOC3
15496,0452b2,1,23.2,121,33,16.2,0.056,15.4,0.92,3.28,14.9,0.35,0.3,0.0169,0.001,3.6,249.1,SOC3
15497,0452b3,1,30,135.9,45.4,17,0.059,22.9,1.04,3.12,12.7,0.26,0.39,0.0186,0.0011,4.4,291.8,SOC3
15498,0452c1,1,15.1,109.1,20.3,25.3,0.071,8.7,0.64,1.52,20.5,0.49,0.16,0.0098,0.001,3.3,215,SOC3
15499,0452c2,1,15.7,118.1,14.1,20.2,0.098,11.7,0.72,1.52,14.2,0.59,0.2,0.0122,0.001,4.3,213.6,SOC3
15500,0452c3,1,36,111.7,22.9,31.6,0.094,9.4,1.8,1.2,16.3,0.44,0.29,0.0174,0.001,4.4,253.5,SOC3
15501,0452d1,1,17.1,76.3,16.2,39.9,0.085,11.6,4.36,1.2,14,0.79,0.28,0.0174,0.0011,4.1,203.3,SOC3
15502,0452d2,1,34.9,88.9,23.8,26.1,0.121,12.6,13.08,2.2,22.1,1.7,0.59,0.0191,0.001,3.7,248.9,SOC3
15503,0453a1,1,10.4,82.3,25.4,16.3,0.088,10.1,1.12,1.84,10.1,0.7,0.44,0.0179,0.0011,5,181.7,SOC3
15504,0453b1,1,13.4,62.5,11.8,18.7,0.058,8.5,0.52,0.96,10.2,0.36,0.14,0.0161,0.001,3.6,146.8,SOC3
15505,0453b2,1,20.2,59,23,29.2,0.073,11,1,1.44,14.4,0.8,0.2,0.0222,0.001,4.3,186.8,SOC3
15506,0453c1,1,13.6,102.2,13,17.3,0.186,6,0.5,1.84,8.9,0.33,0.27,0.0071,0.001,3.6,174.8,SOC3
15507,0453c2,1,27.7,131.8,46,16.4,0.054,17.7,1.08,3.44,16,0.39,0.42,0.0122,0.0009,3.4,276.6,SOC3
15508,0453c3,1,17.7,75.6,19.9,24.4,0.061,8.7,0.76,1.76,15,0.4,0.27,0.0134,0.0009,4.3,182.3,SOC3
15509,0453d1,1,20.6,73.1,21.8,20.7,0.063,7.1,1.04,1.6,13.2,0.43,0.24,0.0121,0.0008,3.4,175.4,SOC3
15510,0453d2,1,12.6,60.9,12.6,16.2,0.053,7.1,0.56,1.2,9.2,0.43,0.17,0.0086,0.0011,3.2,132.8,SOC3
15511,0454a1,1,18.1,61.4,23.8,25.3,0.068,10.4,1.08,1.8,13.6,0.53,0.26,0.0133,0.0011,3.3,172.9,SOC3
15512,0454a2,1,17.1,82.9,27.4,18.3,0.053,11.4,0.68,1.6,15.5,0.39,0.22,0.0116,0.0011,3.7,190.8,SOC3
15513,0454a3,1,20.3,61.5,28.7,20.3,0.044,8.1,1,1.84,13.3,0.49,0.24,0.0124,0.0012,2.7,170.9,SOC3
15514,0454b1,1,15,68.5,14,15.2,0.076,11.8,1.48,1.84,7.4,0.27,0.14,0.0067,0.0011,3.1,145.5,SOC3
15515,0454b2,1,12.8,76.4,14.8,27.1,0.073,10.3,1.04,1.76,7.2,0.43,0.19,0.008,0.0012,4.3,164.4,SOC3
15516,0454c1,1,11.4,66.8,19.4,16,0.033,14.1,1.84,1.04,14.6,0.37,0.21,0.0063,0.001,2.8,154.9,SOC3
15517,0454c2,1,16.1,74.1,25.5,17.7,0.045,13.1,0.76,1.48,12.4,0.47,0.3,0.0103,0.001,3.5,175.8,SOC3
15518,0454d1,1,17.9,75.6,23.1,22.5,0.079,12.9,1.04,2.08,14.1,0.52,0.32,0.0148,0.001,4.7,189.6,SOC3
15519,0454d2,1,18.4,122,47.6,17.8,0.069,39.5,0.94,1.76,10,0.5,0.34,0.0226,0.0009,5.9,287.4,SOC3
15520,0454d3,1,16,115.2,22.4,18.8,0.06,12.9,0.76,3.92,8.4,0.54,0.27,0.0092,0.0008,3.9,212.4,SOC3
15521,0455a1,1,13.2,71.8,15.1,20.1,0.058,11.4,0.92,1.6,10.8,0.37,0.28,0.01,0.001,4.2,159.8,SOC3
15522,0455a2,1,22.8,129.6,37.1,18.9,0.057,19.6,1.86,2.96,10.3,0.53,0.32,0.0148,0.001,4.2,263,SOC3
15523,0455b1,1,16.7,97.4,28.2,21.6,0.087,16.6,1.68,2.08,10,0.34,0.32,0.018,0.0008,5.3,218.3,SOC3
15524,0455b2,1,20.5,97.2,21.2,20.3,0.063,10,0.76,4,11.4,0.45,0.24,0.0191,0.0009,5.2,210.4,SOC3
15525,0455c1,1,14.3,86,15.8,20.2,0.078,9.1,0.36,1.44,9.6,0.44,0.21,0.0181,0.0015,3.9,179.5,SOC3
15526,0455c2,1,12.7,75.6,16.6,15.7,0.067,9.4,0.6,1.6,8.2,0.41,0.21,0.0106,0.0011,2.3,154,SOC3
15527,0455d1,1,12.5,81.2,15.6,24.7,0.078,11.8,0.64,1.56,8.9,0.71,0.22,0.011,0.0007,1.7,170.6,SOC3
15528,0455d2,1,16.2,78.1,20.1,16.5,0.036,7.2,0.6,1.88,8.6,0.45,0.22,0.0169,0.0007,2.4,169.2,SOC3
15529,0456a1,1,9.2,52.3,14.4,22.1,0.054,8,0.64,2.64,14.9,0.94,0.08,0.0076,0.0007,3.6,136.5,SOC3
15530,0456c1,1,13.9,69.8,15.6,20.2,0.058,10,0.96,2.24,12.9,0.66,0.19,0.0152,0.0011,3.7,165.4,SOC3
15531,0456c2,1,16.6,98.3,23,18.7,0.058,14.6,0.56,1.76,8.2,0.38,0.28,0.0146,0.0007,4,201,SOC3
15532,0456d1,1,16.6,73.7,29.3,21.6,0.044,13.5,1.04,2.24,18.9,1.72,0.21,0.0282,0.0008,3.3,210.4,SOC3
15533,0456d2,1,17.1,77.4,23.5,23.7,0.075,10.9,0.68,2.24,11.03,0.59,0.22,0.0148,0.0008,3.7,185.9,SOC3
15534,0456d3,1,13.3,63.8,15,18.6,0.067,8.5,0.86,1.76,10.1,0.55,0.26,0.0174,0.0009,4.5,154.7,SOC3
15535,0459b2,1,15.4,162,30,24.8,0.049,11.9,1.16,13.04,19.2,1.5,0.4,0.0233,0.001,3.6,306.4,SOC3
15536,0459c1,1,13.9,113.4,43.9,34.7,0.049,12.4,1,1.6,10.4,0.37,0.23,0.0079,0.0011,3.7,243.6,SOC3
15537,0459d1,1,16.7,74.6,22.7,29,0.035,13.9,1.28,4.52,15.8,0.72,0.4,0.0099,0.0012,2.4,192,SOC3
15538,0459d2,1,14.8,70.8,26.8,24.5,0.061,13.1,1.08,2.16,13,0.47,0.32,0.0146,0.0009,3.1,184.8,SOC3
15539,0460a1,1,17.8,99.2,40,23.2,0.084,13.5,1.08,1.04,12.6,0.35,0.21,0.0095,0.0009,3.6,222.2,SOC3
15540,0460a2,1,16.6,109.5,107.8,24.8,0.041,9.7,0.92,1.52,14.3,0.47,0.18,0.0138,0.0012,3.6,303.2,SOC3
15541,0460b1,1,15.3,108.9,32.4,34,0.045,31.3,1.08,3.04,12.9,0.49,0.23,0.0149,0.0008,3.4,258,SOC3
